Date,Open,High,Low,Close,Volume
05/14/2007,62.8100,62.9500,61.9600,62.1900,"2,952,200"
05/15/2007,62.1500,62.6900,61.7200,61.9500,"2,550,702"
05/16/2007,62.0500,63.4400,61.7900,63.2300,"5,286,678"
05/17/2007,63.0000,63.2000,62.8300,62.9900,"1,933,543"
05/18/2007,63.1100,63.4800,62.8000,63.1800,"2,786,200"
05/21/2007,62.9400,63.4200,62.8200,63.2900,"3,812,975"
05/22/2007,63.3000,63.7300,62.9100,63.4300,"2,275,939"
05/23/2007,63.6800,66.1200,63.6800,65.6300,"5,655,400"
05/24/2007,65.6400,65.7200,63.7500,64.7500,"4,796,684"
05/25/2007,64.7500,65.0300,64.0800,64.5600,"1,679,600"
05/29/2007,64.7700,64.9900,63.7000,64.1600,"2,806,300"
05/30/2007,63.7500,64.0900,63.3700,64.0900,"2,930,000"
05/31/2007,63.9900,64.4100,63.4500,63.9200,"2,759,660"
06/01/2007,63.9200,64.3700,63.5800,64.3700,"2,400,000"
06/04/2007,63.5300,64.9100,63.5300,64.6100,"2,724,880"
06/05/2007,63.8800,65.6900,63.7800,64.8200,"3,701,895"
06/06/2007,64.8300,65.0800,64.0100,64.0500,"3,217,500"
06/07/2007,64.3900,64.4000,63.3900,63.4400,"4,448,587"
06/08/2007,63.4500,64.7400,63.2000,64.3500,"5,142,700"
06/11/2007,64.4000,67.2500,64.2200,66.7200,"4,855,530"
06/12/2007,67.1600,68.4800,66.8900,67.4300,"7,725,936"
06/13/2007,67.6100,68.8700,67.2900,68.8700,"5,751,200"
06/14/2007,68.8700,69.2900,68.0700,68.4600,"3,119,247"
06/15/2007,68.7900,69.1400,68.1100,68.7500,"6,162,600"
06/18/2007,68.9500,69.8200,68.7100,69.4900,"4,064,369"
06/19/2007,69.2600,69.9400,68.6500,68.9800,"3,089,500"
06/20/2007,69.2300,69.2800,66.5900,66.7900,"4,593,700"
06/21/2007,66.5600,67.5600,66.0600,67.3300,"4,205,300"
06/22/2007,67.3400,67.4700,65.7900,66.0000,"5,156,800"
06/25/2007,66.0000,67.1700,65.9750,66.2400,"27,213,301"
06/26/2007,66.9100,67.4900,65.8900,66.6900,"4,269,669"
06/27/2007,66.1500,66.6900,65.6100,66.4000,"5,118,800"
06/28/2007,66.6500,67.2500,65.4100,65.5300,"4,521,099"
06/29/2007,66.5000,66.8800,64.7600,65.3300,"4,550,500"
07/02/2007,65.9400,66.6500,65.6200,66.6500,"2,427,200"
07/03/2007,66.6900,67.3700,66.6800,66.8500,"1,457,200"
07/05/2007,66.8000,67.0200,66.5000,66.8700,"3,823,185"
07/06/2007,66.7200,66.7400,65.9800,66.4900,"1,939,208"
07/09/2007,66.6400,66.6800,65.5500,65.9400,"2,261,700"
07/10/2007,65.7000,65.9200,63.8300,63.9400,"4,088,050"
07/11/2007,64.0200,65.0500,63.5100,64.6700,"3,899,000"
07/12/2007,65.0000,66.4500,64.5500,66.3600,"2,685,400"
07/13/2007,66.1000,66.3500,65.6700,65.7300,"2,347,000"
07/16/2007,65.5100,66.1200,65.2300,65.5400,"2,440,100"
07/17/2007,65.4400,66.7600,65.1900,65.8400,"2,747,425"
07/18/2007,65.4000,65.4900,63.6700,65.3800,"7,354,600"
07/19/2007,65.8800,66.1900,64.5500,65.0900,"4,701,450"
07/20/2007,65.5700,65.8600,63.2400,64.2000,"7,099,600"
07/23/2007,64.7000,65.1000,64.5000,64.7700,"4,333,700"
07/24/2007,64.0700,64.2500,62.4700,62.8100,"7,460,300"
07/25/2007,62.9800,63.7600,62.0900,62.8900,"6,363,100"
07/26/2007,61.5800,62.1200,59.7600,61.1000,"6,396,200"
07/27/2007,60.3500,61.9700,57.0000,59.3900,"8,841,600"
07/30/2007,59.5000,61.3300,58.6000,60.9500,"6,109,900"
